trial,right_eye,left_eye,validity,stim_cnd,disparity,transient_counts,cdt,mdt,dtstd,latency,press_timing,release_timing,key_press_list
1,1cls.png,testls.png,local,local_l,cross,16,10.724550724029541,1.3405688405036926,0.9784054343964025,1.484786033630371,"[ 1.48478603  8.26069093 10.31669879 13.40464997 15.02058291 19.94075489
 22.53314209 28.35706711]","[ 5.034091    8.4581399  11.52231193 14.9623189  16.39438701 20.154495
 23.5865128  29.93066692]","[3.549304962158203, 0.1974489688873291, 1.205613136291504, 1.557668924331665, 1.3738040924072266, 0.21374011039733887, 1.053370714187622, 1.5735998153686523]"
2,15cls.png,15ls.png,invalid,da_Vinci,cross,4,2.538914203643799,1.2694571018218994,1.0559730529785156,16.983160972595215,[16.98316097 20.51126504],[17.19664502 22.83669519],"[0.2134840488433838, 2.325430154800415]"
3,testls.png,1cls.png,local,local_r,uncross,10,5.139284610748291,1.0278569221496583,0.3418142044803257,7.231081962585449,[ 7.23108196  9.79867697 17.96717596 23.78321886 27.99093986],[ 8.65234518 10.62042904 19.42852306 24.44441199 28.76466894],"[1.4212632179260254, 0.8217520713806152, 1.4613471031188965, 0.6611931324005127, 0.7737290859222412]"
4,15ls.png,1cls.png,valid,block,uncross,2,0.429279088973999,0.429279088973999,0.0,18.383358001708984,[18.383358],[18.81263709],[0.429279088973999]
5,1cls.png,1ls.png,invalid,line,cross,14,3.694347381591797,0.527763911655971,0.39825327092539997,7.430998086929321,"[ 7.43099809 10.03881598 13.73501515 15.75117207 18.01497602 20.23910499
 24.43938923]","[ 7.61245894 10.54847002 13.97254014 16.06857109 18.20462894 21.47663784
 25.46051192]","[0.18146085739135742, 0.5096540451049805, 0.23752498626708984, 0.3173990249633789, 0.1896529197692871, 1.2375328540802002, 1.021122694015503]"
6,1ls.png,1cls.png,valid,line,uncross,2,1.373168706893921,1.373168706893921,0.0,25.37574005126953,[25.37574005],[26.74890876],[1.373168706893921]
7,15ls.png,15cls.png,valid,da_Vinci,uncross,0,0.0,0.0,0.0,30.0,[],[],[]
8,1ls.png,1cls.png,valid,line,uncross,8,1.7733428478240967,0.44333571195602417,0.2876561041240052,7.463172197341919,[ 7.4631722  12.86330914 22.7754581  27.47125006],[ 7.95654511 13.07659101 22.94869614 28.36470008],"[0.49337291717529297, 0.21328186988830566, 0.17323803901672363, 0.8934500217437744]"
9,1cls.png,1ls.png,invalid,line,cross,8,7.71779203414917,1.9294480085372925,1.3353965526081686,6.127329111099243,[ 6.12732911 13.30338311 27.03952193 29.36735988],[ 8.820714   17.00473499 27.389081   30.34085608],"[2.693384885787964, 3.7013518810272217, 0.34955906867980957, 0.9734961986541748]"
10,1cls.png,15ls.png,invalid,block,cross,6,1.7548048496246338,0.5849349498748779,0.11330549959179725,5.927084684371948,[ 5.92708468 12.75100684 15.45478678],[ 6.35643172 13.44692469 16.08432674],"[0.42934703826904297, 0.6959178447723389, 0.629539966583252]"
11,1cls.png,15ls.png,invalid,block,cross,8,2.365583658218384,0.591395914554596,0.3133199638937618,8.527041673660278,[ 8.52704167 10.71094775 21.43135786 25.63939881],[ 8.8604579  10.94055605 22.37249994 26.50081587],"[0.333416223526001, 0.22960829734802246, 0.9411420822143555, 0.8614170551300049]"
12,1cls.png,testls.png,local,local_l,cross,16,12.724784851074219,1.5905981063842773,1.1456643486050673,1.3909978866577148,"[ 1.39099789  7.51111293 10.90311694 14.11901379 18.69561577 23.19958091
 25.591362   27.26341295]","[ 5.39670277  8.88481784 12.50080681 15.60488892 21.26889801 23.49298096
 25.86104584 28.38885689]","[4.005704879760742, 1.3737049102783203, 1.5976898670196533, 1.485875129699707, 2.573282241821289, 0.2934000492095947, 0.269683837890625, 1.125443935394287]"
13,15ls.png,15cls.png,valid,da_Vinci,uncross,4,1.3947887420654297,0.6973943710327148,0.5000004768371582,8.35120701789856,[ 8.35120702 24.30347705],[ 8.54860091 25.5008719 ],"[0.19739389419555664, 1.197394847869873]"
14,1cls.png,15ls.png,invalid,block,cross,12,4.20068621635437,0.700114369392395,0.31844039472760677,7.463219404220581,[ 7.4632194   8.91095018 10.73486209 13.4552803  18.19111514 22.27101731],[ 7.63655829  9.44440436 11.87656617 14.47659636 18.89247227 22.9005332 ],"[0.1733388900756836, 0.533454179763794, 1.1417040824890137, 1.0213160514831543, 0.7013571262359619, 0.6295158863067627]"
15,15cls.png,15ls.png,invalid,da_Vinci,cross,4,0.690824031829834,0.345412015914917,0.13200688362121582,8.095124959945679,[ 8.09512496 12.68714023],[ 8.30853009 13.16455913],"[0.21340513229370117, 0.4774188995361328]"
16,1cls.png,1ls.png,invalid,line,cross,10,3.4511542320251465,0.6902308464050293,0.5172275174947064,7.855132102966309,[ 7.8551321  11.67116308 17.86306596 23.58325505 25.91912699],[ 8.13252091 13.29244685 18.02868199 24.16470075 26.72454691],"[0.2773888111114502, 1.621283769607544, 0.16561603546142578, 0.5814456939697266, 0.805419921875]"
17,1cls.png,1ls.png,invalid,line,cross,10,2.827514171600342,0.5655028343200683,0.09482050137285483,3.8388798236846924,[ 3.83887982  7.15914679 12.63135195 16.75088501 20.43111491],[ 4.36444092  7.64449286 13.38060784 17.26065397 20.98869705],"[0.5255610942840576, 0.48534607887268066, 0.749255895614624, 0.5097689628601074, 0.5575821399688721]"
