trial,right_eye,left_eye,disparity,test_eye,transient_counts,cdt,mdt,dtstd,latency,press_timing,release_timing,key_press_list
1,testls.png,lsn.png,uncross,left,18,6.129578590393066,0.6810642878214518,0.8480850444247818,2.269963026046753,"[ 2.26996303  6.63809109 11.90224719 14.46210933 16.25402427 19.00613499
 20.11803913 24.59012723 28.50217223]","[ 2.5954361   9.62748218 12.20354414 14.72354913 16.47559214 19.25166416
 20.371701   25.1317811  29.49173713]","[0.3254730701446533, 2.9893910884857178, 0.3012969493865967, 0.26143980026245117, 0.22156786918640137, 0.2455291748046875, 0.2536618709564209, 0.5416538715362549, 0.9895648956298828]"
2,lst.png,testls.png,uncross,right,26,9.168303728103638,0.7052541329310491,0.426869133663707,3.0471279621124268,"[ 3.04712796  4.79119205  8.01500702  9.33495402 10.90296912 12.93492293
 15.52694297 17.02294707 18.91112399 20.350878   22.79111695 25.79916692
 26.71115303]","[ 3.73237181  6.43652201  8.42048502  9.620368   11.96441603 13.17251611
 15.98863792 17.46866393 19.43668914 20.71675992 23.98876405 26.36479092
 27.99682093]","[0.6852438449859619, 1.6453299522399902, 0.40547800064086914, 0.2854139804840088, 1.0614469051361084, 0.2375931739807129, 0.46169495582580566, 0.44571685791015625, 0.5255651473999023, 0.36588191986083984, 1.1976470947265625, 0.5656239986419678, 1.285667896270752]"
3,testls.png,lsn.png,uncross,left,26,10.379522323608398,0.7984247941237229,0.48291797575882434,2.1266989707946777,"[ 2.12669897  3.43053699  4.9106791   8.0228529   8.79854989  9.55876088
 11.83071899 16.82288885 18.13474298 21.9749198  23.80677295 27.03925204
 29.94335389]","[ 2.42833304  3.80434394  5.75635481  8.70841694  8.85242891 10.23645282
 13.46850991 17.81262493 19.41255784 23.38220906 24.26064372 28.40451479
 30.25285983]","[0.3016340732574463, 0.3738069534301758, 0.8456757068634033, 0.6855640411376953, 0.0538790225982666, 0.6776919364929199, 1.6377909183502197, 0.9897360801696777, 1.2778148651123047, 1.4072892665863037, 0.4538707733154297, 1.365262746810913, 0.3095059394836426]"
4,lsn.png,testls.png,cross,right,24,13.978985786437988,1.1649154822031658,0.6026646506973842,1.2470030784606934,"[ 1.24700308  2.97483397  4.85509992  7.11896896  8.64664984 12.47901297
 13.76692104 18.63137221 19.80704212 22.91941094 24.35104012 28.32746506]","[ 2.12445116  3.48450899  5.90859699  7.66857314 11.33246613 13.18054509
 15.00469208 19.33257103 20.70073104 24.3167901  26.17318606 29.8766942 ]","[0.8774480819702148, 0.5096750259399414, 1.053497076034546, 0.5496041774749756, 2.6858162879943848, 0.7015321254730225, 1.2377710342407227, 0.7011988162994385, 0.8936889171600342, 1.3973791599273682, 1.822145938873291, 1.5492291450500488]"
5,lst.png,testls.png,uncross,right,30,9.916067123413086,0.6610711415608724,0.6291468318795281,2.0070557594299316,"[ 2.00705576  3.55885172  5.71093082  8.27107382 10.55908394 11.50291681
 13.47904682 15.54279399 17.19922376 20.51136374 22.19916797 23.77516794
 25.08741784 26.23107886 27.48707891]","[ 2.4205029   4.12457871  6.38045907  8.82059789 10.79661489 11.7565589
 14.88448882 16.06081676 17.58892083 21.07682085 22.42071676 24.42077684
 25.49276972 26.53277993 30.26091695]","[0.41344714164733887, 0.5657269954681396, 0.6695282459259033, 0.5495240688323975, 0.23753094673156738, 0.25364208221435547, 1.4054419994354248, 0.5180227756500244, 0.3896970748901367, 0.5654571056365967, 0.22154879570007324, 0.6456089019775391, 0.4053518772125244, 0.30170106887817383, 2.7738380432128906]"
6,lst.png,testls.png,uncross,right,24,8.411147594451904,0.7009289662043253,0.8387247425345631,3.3509559631347656,"[ 3.35095596  7.03910208 13.23102593 16.6710248  17.57493901 18.83895683
 20.06309509 21.66312099 23.6070931  25.74317288 27.35907412 29.01528597]","[ 3.74047279 10.32439494 14.19658995 16.86868095 17.93272305 19.03671002
 20.34868407 22.1087749  24.88472199 26.0447619  27.72463489 29.3568449 ]","[0.38951683044433594, 3.285292863845825, 0.9655640125274658, 0.19765615463256836, 0.3577840328216553, 0.1977531909942627, 0.28558897972106934, 0.44565391540527344, 1.2776288986206055, 0.3015890121459961, 0.36556077003479004, 0.34155893325805664]"
7,lsn.png,testls.png,cross,right,18,13.922652959823608,1.546961439980401,1.0679887743210836,1.51082181930542,"[ 1.51082182  4.59103894  6.62273407  8.15868688 12.83904195 20.00708294
 22.83906794 25.22309303 28.61523104]","[ 2.10843492  6.22045994  7.3725009   9.35650206 16.93260503 22.33263206
 24.26069188 26.80475283 28.94087195]","[0.5976130962371826, 1.6294209957122803, 0.7497668266296387, 1.197815179824829, 4.093563079833984, 2.3255491256713867, 1.421623945236206, 1.5816597938537598, 0.3256409168243408]"
8,testls.png,lsn.png,uncross,left,18,6.1460936069488525,0.6828992896609836,0.6964679608028302,1.3900680541992188,"[ 1.39006805  7.49415016 12.17425299 14.69415402 16.98221207 18.39022422
 20.49429989 24.32640696 29.11052108]","[ 3.53165483  9.28355408 12.50773907 15.13189912 17.45186996 18.61181211
 20.65190291 24.62797499 29.40397596]","[2.1415867805480957, 1.7894039154052734, 0.33348608016967773, 0.4377450942993164, 0.46965789794921875, 0.2215878963470459, 0.15760302543640137, 0.30156803131103516, 0.2934548854827881]"
9,testls.png,lst.png,cross,left,20,13.935269832611084,1.3935269832611084,1.1733880434725474,1.0869269371032715,"[ 1.08692694  3.59101415  4.71070695  7.44693398 10.58288407 14.03908396
 15.62284112 20.2552669  20.37482381 25.90362906]","[ 1.75641108  4.36430621  5.30851197  9.26051712 13.02049494 15.26043415
 18.01265717 20.316679   20.42867613 29.82069302]","[0.6694841384887695, 0.773292064666748, 0.5978050231933594, 1.8135831356048584, 2.4376108646392822, 1.2213501930236816, 2.3898160457611084, 0.06141209602355957, 0.05385231971740723, 3.9170639514923096]"
10,testls.png,lsn.png,uncross,left,24,7.78724217414856,0.6489368478457133,0.6645798773346043,1.222712755203247,"[ 1.22271276  2.38280392  5.10293674  8.13480186  8.28659797 10.37479305
 13.40694499 15.63095188 18.29506087 21.81522202 27.29521489 28.66328192]","[ 1.444381    2.82839394  6.70848584  8.20456696  8.31641507 10.62851572
 13.82859492 15.89256787 19.87648106 23.90065694 27.82876396 28.94074178]","[0.22166824340820312, 0.4455900192260742, 1.6055490970611572, 0.06976509094238281, 0.02981710433959961, 0.2537226676940918, 0.4216499328613281, 0.2616159915924072, 1.5814201831817627, 2.085434913635254, 0.5335490703582764, 0.27745985984802246]"
